Chr	Start	Gene	Region	Reference.Repeat.Length	Median.Repeat.Length	Minimum.Repeat.Length	Maximum.Repeat.Length	SD	Variance	Cohort.Polymorphism
20	21376804	NKX2-4	exonic	6	7	3	13	0.226737391941479	0.0514098449044237	0.00275229357798165
20	21377060	NKX2-4	exonic	4	5	5	37	1.65602537123071	2.74242003015981	0.0073394495412844
20	21377769	NKX2-4	exonic	14	15	8	44	1.93174140062299	3.73162483888089	0.0229357798165138
20	21492499	NKX2-2	UTR3	5	6	6	8	0.0605782532815383	0.0036697247706422	0.000917431192660551
20	21686535	PAX1	exonic	4	5	5	42	2.15605757296167	4.64858425792538	0.0110091743119266
20	22541616	LINC00261	ncRNA	3	4	4	5	0.104393345242875	0.0108979705309981	0.0110091743119266
20	22565161	FOXA2	intronic	4	5	5	52	1.68623261338691	2.84338042644965	0.00917431192660551
20	25834384	LOC101926935	ncRNA	3	4	4	41	5.16520152847549	26.6793068297655	0.036697247706422
20	2673451	EBF4	upstream	9	10	3	44	2.26786134647045	5.14319508681477	0.409174311926606
20	2673517	EBF4	UTR5	6	7	1	43	2.88926090509092	8.34782857768679	0.0559633027522936
20	2673657	EBF4	UTR5	4	4	3	38	1.87418814194223	3.51258119139687	0.0798165137614679
20	2673749	EBF4	UTR5	4	5	5	40	4.18427965414911	17.5081962241262	0.123853211009174
20	278608	ZCCHC3	exonic	3	4	4	31	1.33053893745303	1.77033386407865	0.0055045871559633
20	278688	ZCCHC3	exonic	5	5	5	32	1.10087232042662	1.2119198658815	0.0743119266055046
20	2854268	PTPRA	UTR5	5	6	6	31	0.792996785557663	0.628843901904786	0.00275229357798165
20	30193213	ID1	exonic	5	6	4	6	0.0605782532815383	0.0036697247706422	0.000917431192660551
20	30433007	FOXS1	exonic	4	5	5	13	0.287192456957965	0.0824795073335524	0.00275229357798165
20	30458340	DUSP15	UTR5	8	9	9	31	1.05514540084205	1.11333181691814	0.00642201834862385
20	30556074	XKR7	exonic	4	5	5	29	0.801343952458694	0.642152130142122	0.0036697247706422
20	30556485	XKR7	exonic	6	7	7	12	0.151445633203846	0.0229357798165138	0.000917431192660551
20	30584653	XKR7	exonic	5	6	6	6	0	0	0
20	30606934	CCM2L	exonic	3	4	4	41	2.16969592133705	4.70758039106663	0.0137614678899083
20	30607032	CCM2L	exonic	8	9	5	45	4.82263237257265	23.2577830009857	0.0752293577981651
20	307202	SOX12	exonic	5	6	6	30	0.981614630341116	0.963567282499726	0.00458715596330275
20	30865502	KIF3B	UTR5	15	16	9	44	1.44368833949731	2.08423602160049	0.0596330275229358
20	30946326	ASXL1	UTR5	5	6	6	27	1.1547311805679	1.33340409937574	0.0119266055045872
20	30946372	ASXL1	UTR5	3	4	4	39	2.21141941255664	4.89037581823237	0.018348623853211
20	30946478	ASXL1	UTR5	8	9	2	45	3.8093861472262	14.5114228186789	0.073394495412844
20	30946557	ASXL1	UTR5	4	5	3	43	2.36344816513007	5.5858872292567	0.0339449541284404
20	31071363	NOL4L	UTR5	6	7	1	43	3.43572317430634	11.8041937304656	0.1
20	31172890	NOL4L	upstream	9	10	1	40	1.18479377047173	1.40373627854862	0.0110091743119266
20	31331226	COMMD7	UTR5	4	5	5	38	1.2149054067998	1.47599514747138	0.00275229357798165
20	32077895	CBFA2T2	upstream	8	9	2	45	4.71932709776524	22.2720482557013	0.111926605504587
20	32078055	CBFA2T2	UTR5	3	4	4	44	3.68604693137103	13.5869419802698	0.0330275229357798
20	32274102	E2F1	UTR5	5	6	6	39	1.64928663922059	2.72014641831156	0.00917431192660551
20	32319804	ZNF341	UTR5	5	6	6	39	1.54683688797778	2.39270435800878	0.00825688073394495
20	32319864	ZNF341	intronic	8	9	3	45	2.1617672860824	4.67323779917608	0.0165137614678899
20	32664866	RALY	exonic	4	6	4	23	1.41625089232221	2.00576659000345	0.322935779816514
20	32804058	EIF2S2->ASIP	intergenic	6	7	7	11	0.121156506563077	0.0146788990825688	0.000917431192660551
20	33814478	MMP24	upstream	9	25	10	48	9.07679420405714	82.3881930228052	0.869724770642202
20	33814577	MMP24	exonic	8	9	1	30	3.31516721985303	10.9903336955881	0.613761467889908
20	33814694	MMP24	exonic	7	8	1	52	5.56403077178145	30.9584384293308	0.0788990825688073
20	3452000	ATRN	exonic	7	8	8	33	0.971285968731393	0.943396433054481	0.00458715596330275
20	34680721	EPB41L1	UTR5	4	5	5	21	0.986789857464643	0.97375422279509	0.0055045871559633
20	34681399	EPB41L1	intronic	3	4	4	4	0	0	0
20	34742636	EPB41L1	intronic	6	7	7	25	0.897246536634938	0.805051347503391	0.0100917431192661
20	34894374	DLGAP4	UTR5	4	5	5	18	0.718825467683419	0.516710052990286	0.0073394495412844
20	35064517	DLGAP4	exonic	4	5	5	8	0.0908673799223074	0.00825688073394495	0.000917431192660551
20	35089931	DLGAP4	intronic	5	6	6	39	1.48991521488207	2.21984734753709	0.0321100917431193
20	35156409	DLGAP4-AS1	ncRNA	3	4	4	10	0.203110992725247	0.0412540753658352	0.0018348623853211
20	35374483	NDRG3	UTR5	13	12	4	48	3.91119922542506	15.2974793809656	0.300917431192661
20	35464256	SOGA1	intronic	5	6	6	24	0.578407929121534	0.334555732470662	0.00275229357798165
20	35974476	SRC	intronic	3	4	3	41	4.4190887261738	19.5283451697964	0.0834862385321101
20	36012987	SRC	intronic	3	4	4	37	1.05823078874809	1.1198524022544	0.0036697247706422
20	36531485	VSTM2L	upstream	3	9	4	13	2.5071142488123	6.28562185659767	0.534862385321101
20	37353062	SLC32A1	upstream	10	11	6	50	2.32015947520769	5.38313999039604	0.0238532110091743
20	37353145	SLC32A1	UTR5	5	6	6	36	1.85140983708344	3.42771838484933	0.0155963302752294
20	37555323	FAM83D	exonic	6	7	7	11	0.30286901462494	0.0917296400198819	0.0825688073394495
20	3767156	CENPB	UTR5	6	7	2	35	1.77979588657386	3.16767339786522	0.0229357798165138
20	388848	RBCK1	UTR5	3	4	4	14	0.302891266407691	0.0917431192660551	0.000917431192660551
20	39765617	PLCG1-AS1	ncRNA	3	4	4	12	0.270814656966995	0.0733405784281514	0.0018348623853211
20	39766255	PLCG1-AS1	ncRNA	3	4	4	21	0.647928330961842	0.419811122062999	0.0018348623853211
20	39946156	ZHX3->LPIN3	intergenic	5	6	6	37	1.06210863023517	1.12807474242003	0.0055045871559633
20	39946252	ZHX3->LPIN3	intergenic	5	6	6	26	0.992758593273686	0.985569624518749	0.0155963302752294
20	3996044	RNF24	UTR5	5	5	5	15	0.326120563776279	0.106354622117758	0.0018348623853211
20	3996179	RNF24	UTR5	6	7	7	23	0.572022327629167	0.327209543306291	0.00275229357798165
20	39995259	EMILIN3	exonic	3	4	4	10	0.266720999342728	0.0711400914903834	0.0110091743119266
20	40246506	CHD6	intronic	5	6	6	14	0.464836701012952	0.216073158608605	0.00825688073394495
20	41818610	PTPRT	upstream	12	13	2	28	0.95506227982741	0.912143958349129	0.0174311926605505
20	4202604	ADRA1D	exonic	7	8	8	8	0	0	0
20	4229439	ADRA1D	exonic	5	6	6	26	1.28741835462733	1.65744601983134	0.0155963302752294
20	4229520	ADRA1D	exonic	3	4	4	25	1.49639319470326	2.23919259315423	0.0357798165137615
20	42543505	TOX2	UTR5	6	7	4	41	2.0663634429108	4.26985787819816	0.0201834862385321
20	43438936	RIMS4	UTR5	8	9	3	53	3.79072609138138	14.3696042998795	0.0311926605504587
20	43439134	RIMS4	upstream	14	15	8	53	2.47306685703449	6.11605967936243	0.230275229357798
20	43514359	YWHAB	UTR5	5	6	6	9	0.109162704574215	0.0119164960699573	0.0018348623853211
20	43514397	YWHAB	UTR5	5	6	6	34	1.26029379593023	1.58834045206022	0.296330275229358
20	44520221	CTSA	exonic	3	4	4	20	0.484626026252306	0.234862385321101	0.000917431192660551
20	44563667	PCIF1	intronic	7	8	8	28	1.03762829548523	1.07667247959158	0.0128440366972477
20	44642919	MMP9	intronic	5	6	6	6	0	0	0
20	44829720	CDH22	intronic	3	4	4	4	0	0	0
20	44879840	CDH22	exonic	5	6	6	22	0.670940002738508	0.450160487274749	0.0073394495412844
20	46414126	SULF2	intronic	4	5	3	49	6.71031632412336	45.0283451697964	0.111926605504587
20	46414180	SULF2	intronic	13	14	5	44	4.25593790750724	18.1130074725571	0.220183486238532
20	46414281	SULF2	intronic	5	6	1	45	5.63104636474378	31.7086831618942	0.147706422018349
20	48100737	KCNB1->PTGIS	intergenic	6	7	7	36	0.935730523462321	0.875591612539069	0.00825688073394495
20	48330299	B4GALT5	UTR5	5	6	6	14	0.242313013126153	0.0587155963302752	0.000917431192660551
20	48330359	B4GALT5	UTR5	5	6	6	40	1.60546539817644	2.57751914474183	0.0192660550458716
20	48429505	SLC9A8	intronic	5	6	6	9	0.128446865730329	0.0164985973159451	0.0018348623853211
20	48626638	SNAI1->TRERNA1	intergenic	7	8	8	21	0.50727348789539	0.257326391521554	0.00458715596330275
20	48669803	TRERNA1->UBE2V1	intergenic	3	4	4	4	0	0	0
20	48770209	TMEM189->TMEM189-UBE2V1	UTR5	4	5	2	15	0.343969367441024	0.118314925737778	0.0036697247706422
20	48770279	TMEM189->TMEM189-UBE2V1	UTR5	3	4	4	27	0.702468307579162	0.493461723153133	0.0018348623853211
20	48807612	CEBPB	exonic	4	5	3	41	3.48547092868564	12.1485075947128	0.0330275229357798
20	48808057	CEBPB	exonic	7	8	8	40	2.19204119666586	4.8050446078803	0.026605504587156
20	49547415	ADNP	UTR5	5	6	1	46	4.741622255015	22.4829816092535	0.0834862385321101
20	49547569	ADNP-AS1	ncRNA	4	5	1	40	5.78759138301341	33.4962140167311	0.121100917431193
20	49547657	ADNP-AS1	ncRNA	5	6	6	41	3.0707065982129	9.42923901230824	0.0348623853211009
20	49547850	ADNP-AS1	ncRNA	6	19	1	48	10.4489832217577	109.181250368573	0.985321100917431
20	50159225	NFATC2	UTR5	6	7	7	38	1.7853256391612	3.18738763784635	0.0431192660550459
20	524327	CSNK2A1	UTR5	5	6	6	8	0.0605782532815383	0.0036697247706422	0.000917431192660551
20	54579345	CBLN4	UTR5	5	6	6	10	0.121156506563077	0.0146788990825688	0.000917431192660551
20	55204485	TFAP2C	UTR5	5	6	6	16	0.302891266407691	0.0917431192660551	0.000917431192660551
20	56284593	PMEPA1	exonic	5	6	6	31	2.43858852874339	5.94671401251885	0.0477064220183486
20	56284968	PMEPA1	UTR5	9	10	10	36	1.96628497705204	3.86627661098053	0.0220183486238532
20	56803661	ANKRD60	exonic	5	8	6	38	4.27158215410771	18.2464140992915	0.790825688073394
20	56884797	RAB22A	UTR5	4	5	5	25	0.723717098293204	0.523766438361935	0.00458715596330275
20	57268196	STX16-NPEPL1	ncRNA	3	4	4	31	1.39372784895619	1.94247731695605	0.0284403669724771
20	57465026	GNAS	intronic	5	6	2	32	1.4073690383284	1.98068761004541	0.0146788990825688
20	57465308	GNAS	intronic	8	9	4	25	0.692965738496709	0.480201514730289	0.0155963302752294
20	57466296	GNAS	intronic	7	8	1	44	5.83364754776207	34.0314437115104	0.26697247706422
20	57466359	GNAS	UTR5	4	5	1	44	6.31863171746093	39.9251067809033	0.156880733944954
20	57466453	GNAS	UTR5	7	8	4	54	2.66235102677709	7.08811298978105	0.0532110091743119
20	57466735	GNAS	UTR5	5	6	1	32	4.00712302067494	16.0570349028231	0.112844036697248
20	57466762	GNAS	UTR5	6	7	3	42	5.54577136083785	30.7555799866892	0.134862385321101
20	58152641	PHACTR3	exonic	5	6	6	25	0.790240467172003	0.624479995956226	0.0036697247706422
20	590417	TCF15	exonic	3	5	5	18	0.54644212946192	0.298599000850877	0.00275229357798165
20	590689	TCF15	exonic	5	6	3	50	2.55486646438953	6.52734265086225	0.026605504587156
20	59827500	CDH4	UTR5	8	8	5	53	9.62802516541032	92.6988685857743	0.493577981651376
20	60640424	TAF4	exonic	7	8	1	39	4.17972342001669	17.470087867836	0.0926605504587156
20	60640879	TAF4->MIR3195	intergenic	6	7	7	31	1.83102244550122	3.35264319592927	0.0201834862385321
20	60697601	LSM14B	UTR5	5	6	1	36	1.44544956225766	2.08932443703086	0.0137614678899083
20	60794957	HRH3	exonic	4	5	5	43	3.52700696028657	12.4397780979099	0.0357798165137615
20	60982072	CABLES2	exonic	4	5	5	15	0.302891266407691	0.0917431192660551	0.000917431192660551
20	61148191	C20orf166-AS1	ncRNA	5	6	6	21	0.497442088524169	0.247448631435287	0.00275229357798165
20	61436197	OGFR-AS1	ncRNA	3	4	4	27	2.44191932368858	5.96296998340368	0.0513761467889908
20	61493252	TCFL5	upstream	3	5	1	31	2.79535522500167	7.81401083394411	0.489908256880734
20	61513514	DIDO1	exonic	5	6	6	14	0.242313013126153	0.0587155963302752	0.000917431192660551
20	61637792	BHLHE23	exonic	5	6	6	43	1.6512418379562	2.72659960741696	0.0036697247706422
20	61637831	BHLHE23	exonic	4	5	5	42	4.3643819058533	19.0478294201397	0.0348623853211009
20	61638006	BHLHE23	exonic	5	6	6	21	1.06670118034996	1.13785140816	0.0128440366972477
20	61806643	HAR1A->MIR124-3	intergenic	7	8	8	18	0.39921406178682	0.159371867128331	0.00275229357798165
20	61808954	MIR124-3	upstream	7	8	4	47	5.69368143408879	32.4180082728873	0.0954128440366973
20	61847369	YTHDF1	UTR5	4	5	5	11	0.21832540914843	0.0476659842798292	0.0018348623853211
20	61847466	YTHDF1	UTR5	12	13	4	42	2.36765268289011	5.60577922679674	0.036697247706422
20	61992665	LOC100130587	ncRNA	3	4	4	40	1.7931968799002	3.21555505008382	0.0247706422018349
20	62258340	GMEB2	UTR5	17	19	5	46	2.8131598709292	7.91386845940641	0.063302752293578
20	62258419	GMEB2	UTR5	5	6	6	36	2.04692674498469	4.18990909933362	0.018348623853211
20	62339092	ARFRP1->ZGPAT	intronic	3	4	4	30	0.811312922713715	0.65822865856227	0.0036697247706422
20	62378492	ZBTB46	exonic	5	6	6	28	0.754675571847196	0.569535218742892	0.00458715596330275
20	62462092	ZBTB46-AS1->ABHD16B	intergenic	4	5	5	37	3.32475910913201	11.0540231337562	0.0311926605504587
20	62462512	ZBTB46-AS1->ABHD16B	intergenic	4	5	5	34	1.68411495023379	2.83624316560096	0.0174311926605505
20	62887077	PCMTD2	UTR5	8	11	6	55	4.07532849880716	16.6083023731898	0.779816513761468
20	62887229	PCMTD2	intronic	6	7	4	92	4.76331478497843	22.6891677407941	0.0155963302752294
20	62959062	LINC00266-1->NONE	intergenic	3	4	4	17	0.429187000073596	0.184201481032173	0.00275229357798165
20	633833	SRXN1	UTR5	3	4	4	30	1.87907842104056	3.53093571242028	0.0385321100917431
20	644859	SCRT2	exonic	8	10	5	35	1.85829374943179	3.45325565917726	0.0220183486238532
20	656408	SCRT2	UTR5	4	5	5	7	0.47144472910627	0.222260132602084	0.302752293577982
20	6748332	BMP2	upstream	8	9	5	40	1.45110710513245	2.10571183056588	0.0100917431192661
20	8112964	PLCB1	UTR5	4	5	5	16	0.374421877401432	0.140191742276813	0.00275229357798165
20	9487733	LAMP5-AS1	ncRNA	7	8	8	18	0.302891266407691	0.0917431192660551	0.000917431192660551
21	15095898	LOC110091777	ncRNA	5	6	6	7	0.0302891266407691	0.000917431192660551	0.000917431192660551
21	15096177	LOC110091777	ncRNA	3	4	4	18	0.558250428871265	0.311643541334951	0.0018348623853211
21	16437013	NRIP1	intronic	5	6	6	28	0.719732597921218	0.518015012510425	0.0018348623853211
21	16437267	NRIP1	upstream	8	9	4	25	0.916576079358751	0.84011170925266	0.00917431192660551
21	17102676	USP25	UTR5	9	10	6	28	0.647977737644065	0.419875148482321	0.0972477064220184
21	17102841	USP25	intronic	4	5	5	36	1.21519626622311	1.47670196544258	0.00458715596330275
21	18885342	CXADR	UTR5	4	5	5	8	0.0908673799223074	0.00825688073394495	0.000917431192660551
21	18985016	BTG3	UTR5	6	7	7	29	1.55249938374424	2.41025433652623	0.0192660550458716
21	22370636	NCAM2	UTR5	18	19	8	33	1.02584564594618	1.05235928930675	0.0165137614678899
21	22370777	NCAM2	UTR5	4	5	5	12	0.244102130595638	0.0595858501613297	0.0018348623853211
21	27110523	GABPA	intronic	4	5	5	9	0.124858282272914	0.0155895906521428	0.0018348623853211
21	27543008	APP	UTR5	5	6	6	20	0.558250428871265	0.311643541334951	0.0018348623853211
21	28337932	ADAMTS5	exonic	4	5	5	11	0.23645878198778	0.0559127555791442	0.0018348623853211
21	33104594	SCAF4	upstream	8	9	9	46	1.81086843482678	3.27924448825199	0.0137614678899083
21	33245992	HUNK	exonic	3	4	4	44	3.44356320752443	11.858127564216	0.0311926605504587
21	33246039	HUNK	exonic	4	5	5	36	1.40293629906092	1.96823025922275	0.00458715596330275
21	34018015	SYNJ1	exonic	3	4	4	4	0	0	0
21	34443258	OLIG1	exonic	3	4	3	16	0.627085949637383	0.393236788232618	0.496330275229358
21	34775897	IFNGR2	exonic	6	7	7	19	0.793039810216699	0.628912140588538	0.018348623853211
21	34960736	DONSON	exonic	3	4	3	10	0.537285537036663	0.288675748308776	0.495412844036697
21	35446462	MRPS6->SLC5A3	intronic	4	5	5	20	0.685227014350556	0.469536061195778	0.0073394495412844
21	35987253	RCAN1	exonic	7	8	4	24	0.775126150449584	0.600820549110791	0.488073394495413
21	37502726	LOC100133286->CBR3-AS1	intergenic	5	6	6	17	0.553230490728909	0.306063975872149	0.0073394495412844
21	37668050	DOPEY2->MORC3	intergenic	5	6	6	13	0.212023886485384	0.044954128440367	0.000917431192660551
21	37692702	MORC3	intronic	7	8	3	30	1.49701685653476	2.24105946874921	0.0137614678899083
21	38119969	SIM2	exonic	3	4	4	42	2.90646325702897	8.44752866445944	0.0201834862385321
21	38445597	TTC3	UTR5	6	8	6	34	1.13738310307694	1.29364032316493	0.429357798165138
21	38639311	DSCR3	intronic	3	4	4	6	0.0605782532815383	0.0036697247706422	0.000917431192660551
21	38739287	DYRK1A	UTR5	4	5	5	39	1.42430334841508	2.02864002830642	0.00458715596330275
21	38739336	DYRK1A	UTR5	5	6	6	12	0.191512476975163	0.0366770288371623	0.0018348623853211
21	38739503	DYRK1A	UTR5	4	5	5	24	0.575493406174614	0.331192660550459	0.000917431192660551
21	40685516	BRWD1	UTR5	8	10	6	22	1.21336084790292	1.4722445472237	0.651376146788991
21	42218706	DSCAM	UTR5	7	8	3	28	1.19775894841703	1.43462649851307	0.0743119266055046
21	42540059	BACE2	UTR5	3	4	4	28	2.5886821886182	6.70127547366913	0.0293577981651376
21	43639333	ABCG1	UTR5	11	12	7	38	2.0992350137374	4.40678764290107	0.226605504587156
21	44313705	NDUFV3	intronic	5	6	6	12	0.181734759844615	0.0330275229357798	0.000917431192660551
21	44394796	PKNOX1	intronic	10	11	4	48	2.79384959725244	7.80559557206763	0.0504587155963303
21	44394862	PKNOX1	intronic	6	7	1	40	2.93123809398571	8.59215676363299	0.036697247706422
21	44395078	PKNOX1	intronic	4	5	5	37	3.13218500302133	9.8105828931517	0.0403669724770642
21	44527613	U2AF1->U2AF1L5	UTR5	4	5	5	36	2.81903828597968	7.94697685781923	0.0348623853211009
21	44846851	LOC102724428->SIK1	intronic	11	12	6	50	5.92520993900558	35.1081128212905	0.196330275229358
21	45079423	RRP1B	UTR5	5	6	6	11	0.222309820057241	0.049421656093883	0.0055045871559633
21	45209702	RRP1	intronic	3	4	4	23	0.624841072117954	0.390426365405515	0.00275229357798165
21	45285033	AGPAT3	upstream	4	5	2	32	1.31552574974711	1.7306079982477	0.018348623853211
21	46494505	ADARB1	UTR5	13	14	7	88	4.29557279590741	18.4519456449398	0.177981651376147
21	46708627	LOC642852	ncRNA	4	5	5	5	0	0	0
21	46825308	COL18A1	exonic	5	6	6	11	0.213991516331279	0.0457923690617602	0.00275229357798165
21	46975448	SLC19A1->LINC01694	intergenic	7	8	4	53	8.36418576680791	69.9596035416719	0.253211009174312
21	47063542	PCBP3	upstream	3	4	4	36	1.35724291215392	1.84210832259206	0.0055045871559633
21	47401705	COL6A1	UTR5	4	5	5	23	0.968405537734945	0.937809285515708	0.00642201834862385
21	47518158	COL6A2	intronic	4	5	5	30	1.17840800235101	1.38864542000489	0.0073394495412844
21	9438026	NONE->MIR3648-1	intergenic	3	14	1	40	5.39407441425597	29.0960387865309	0.787155963302752
21	9438376	NONE->MIR3648-1	intergenic	5	12	4	37	3.28710635613774	10.8050681965611	0.526605504587156
21	9483511	NONE->MIR3648-1	intergenic	4	10	1	38	4.98039526016321	24.8043369474562	0.781651376146789
21	9483785	NONE->MIR3648-1	intergenic	3	10	1	51	7.10227158372709	50.4422616490173	0.867889908256881
22	16122634	NONE->DUXAP8	intergenic	3	4	3	14	0.668363524030464	0.446709800254421	0.558715596330275
22	16404342	POTEH->OR11H1	intergenic	6	7	7	7	0	0	0
22	16404438	POTEH->OR11H1	intergenic	4	5	4	5	0.140692121333365	0.0197942730052822	0.0201834862385321
22	16867412	OR11H1->CCT8L2	intergenic	4	5	3	40	6.84983324610521	46.9202154994482	0.511926605504587
22	17082243	TPTEP1	upstream	3	4	4	27	1.11896851914438	1.25209054683617	0.00642201834862385
22	17082879	TPTEP1	ncRNA	8	9	6	43	3.46782293483446	12.0257959073639	0.0651376146788991
22	17587747	IL17RA	intronic	4	5	4	9	0.457639363926923	0.209433787415439	0.261467889908257
22	17601821	CECR6	exonic	5	6	5	34	1.21181710113329	1.4685006865991	0.499082568807339
22	18121606	BCL2L13	exonic	3	4	4	16	0.383024953950326	0.146708115348649	0.0018348623853211
22	19017498	DGCR5	ncRNA	4	5	5	45	1.33758672800798	1.78913825494309	0.0100917431192661
22	19137814	GSC2	upstream	3	4	4	32	1.39049901194191	1.93348750221144	0.0073394495412844
22	19166255	SLC25A1	UTR5	5	6	6	31	1.39927813264843	1.95797929250807	0.0128440366972477
22	19279181	CLTCL1	UTR5	7	8	8	18	0.492578941077278	0.242634013192812	0.0036697247706422
22	19419006	HIRA	UTR5	5	6	6	33	1.88269478185407	3.54453964162054	0.0825688073394495
22	19419191	HIRA	UTR5	8	9	9	27	1.47590995931378	2.17831020800162	0.0174311926605505
22	19466681	UFD1	UTR5	7	8	8	11	0.0908673799223074	0.00825688073394495	0.000917431192660551
22	19701993	SEPT5	UTR5	6	7	2	37	1.50153711017384	2.25461369322921	0.0137614678899083
22	19706657	SEPT5-GP1BB	ncRNA	7	8	7	12	0.518144505043483	0.268473728106756	0.493577981651376
22	19709871	SEPT5-GP1BB	ncRNA	7	8	8	18	0.38980530050073	0.151948172298464	0.0036697247706422
22	19748337	TBX1	intronic	6	7	7	43	6.89475709039172	47.5376753355069	0.126605504587156
22	19748519	TBX1	exonic	6	7	7	43	2.04897965377575	4.19831762158701	0.0302752293577982
22	19748581	TBX1	exonic	5	5	5	36	2.65362980134164	7.04175112256847	0.104587155963303
22	19748637	TBX1	exonic	3	4	4	44	1.89961307519951	3.60852983546895	0.0174311926605505
22	19753705	TBX1	intronic	5	6	5	35	1.26106896827863	1.59029494275533	0.00642201834862385
22	19754030	TBX1	exonic	5	6	6	39	1.53487880349696	2.35585294142425	0.0119266055045872
22	19754287	TBX1	exonic	14	15	5	44	1.76532472563271	3.11637138693019	0.48348623853211
22	20008639	TANGO2	UTR5	6	7	7	20	0.545902265823107	0.298009283830802	0.0110091743119266
22	20105150	RANBP1	UTR5	5	6	2	22	2.96440098997667	8.78767322937465	0.186238532110092
22	20119314	ZDHHC8	upstream	3	6	5	40	3.11949217235485	9.73123141338321	0.192660550458716
22	20119344	ZDHHC8	UTR5	8	9	6	43	2.12575786803406	4.51884651350873	0.0935779816513762
22	20255823	RTN4R	upstream	4	14	1	42	6.5462942474593	42.8539683743187	0.76697247706422
22	20484309	LOC101927859	ncRNA	7	8	7	23	0.600432915800451	0.360519686376631	0.128155339805825
22	20790678	SCARF2	intronic	4	5	5	29	0.986074598705056	0.972343114211338	0.00458715596330275
22	20804248	KLHL22	intronic	4	5	5	5	0	0	0
22	20861911	MED15	UTR5	5	6	6	26	0.605782532815383	0.36697247706422	0.000917431192660551
22	21212961	PI4KA	exonic	9	10	6	23	0.916252028629763	0.839517779968155	0.0311926605504587
22	21715107	LOC100996335->RIMBP3C	intergenic	7	8	8	22	0.681514466071315	0.46446196746447	0.16697247706422
22	22020371	PPIL2	UTR5	3	4	4	4	0	0	0
22	22221709	MAPK1	exonic	6	7	7	46	2.14428925944432	4.59797642816825	0.0146788990825688
22	22221743	MAPK1	UTR5	6	7	7	34	1.82093874015141	3.3158178953842	0.0128440366972477
22	22221823	MAPK1	UTR5	3	4	4	27	1.02636904509838	1.05343341673617	0.0110091743119266
22	23522758	BCR	UTR5	11	12	4	33	1.99532840813602	3.98133545631461	0.379816513761468
22	23523020	BCR	UTR5	5	6	6	53	1.84918179161914	3.41947329845578	0.0293577981651376
22	24129192	SMARCB1	UTR5	5	6	6	32	1.01181344049283	1.02376643836193	0.0055045871559633
22	24816237	SPECC1L-ADORA2A	ncRNA	3	4	4	28	0.733108363905153	0.53744787322769	0.00275229357798165
22	24951062	GUCD1	UTR5	5	6	6	31	0.757228166019228	0.573394495412844	0.000917431192660551
22	25082836	POM121L10P->PIWIL3	intergenic	3	4	4	4	0	0	0
22	25202239	SGSM1	UTR5	7	8	8	14	0.256598417267785	0.0658427477443324	0.00458715596330275
22	25507379	LOC100128531	ncRNA	6	7	7	7	0	0	0
22	25678833	CRYBB2->IGLL3P	intergenic	9	10	10	28	0.623978259368504	0.389348868164548	0.0036697247706422
22	25678883	CRYBB2->IGLL3P	intergenic	4	5	5	12	0.35121616419948	0.123352793994996	0.00825688073394495
22	25801293	LRP5L->CRYBB2P1	intergenic	7	8	8	29	0.808854462383748	0.654245541318102	0.00825688073394495
22	25960936	GRK3	UTR5	4	5	1	33	1.60392717129891	2.57258237083091	0.0165137614678899
22	25960978	GRK3	UTR5	5	6	6	33	1.92306358764954	3.69817356214354	0.0247706422018349
22	26825566	ASPHD2	intronic	9	10	6	31	1.23579910740851	1.52719943387166	0.0137614678899083
22	27152792	MIATNB	ncRNA	5	6	6	9	0.0908673799223074	0.00825688073394495	0.000917431192660551
22	28010371	LOC100507657->MN1	intergenic	3	4	4	37	1.35977397588681	1.84898526549903	0.0073394495412844
22	28195442	MN1	exonic	3	4	3	23	0.792482433566391	0.62802840751131	0.487155963302752
22	28315216	PITPNB	UTR5	5	6	6	31	1.3525680605973	1.82944035854795	0.0229357798165138
22	29075686	TTC28	exonic	5	6	6	17	0.385257510535724	0.148423349424183	0.00275229357798165
22	29279639	ZNRF3	upstream	6	7	7	45	3.10059548905582	9.61369238675327	0.0275229357798165
22	29279793	ZNRF3	exonic	25	26	8	43	1.8227736012698	3.32250360148609	0.526605504587156
22	30116287	CABP7	upstream	6	7	1	31	1.64679691666907	2.71194008475076	0.0302752293577982
22	30234193	ASCC2	UTR5	8	11	8	24	1.52321485229055	2.32018348623853	0.636697247706422
22	30279206	MTMR3	UTR5	5	6	3	12	0.236587007646074	0.0559734121869234	0.00275229357798165
22	30783243	RNF215	exonic	9	10	10	32	1.09478507061794	1.19855435084793	0.0128440366972477
22	30970578	GAL3ST1	upstream	7	7	1	40	3.18903744333574	10.1699598149973	0.0853211009174312
22	31031684	SLC35E4	upstream	3	4	3	15	0.787239106458708	0.619745410737904	0.275229357798165
22	31199073	OSBP2	intronic	5	6	6	8	0.0605782532815383	0.0036697247706422	0.000917431192660551
22	31364828	MORC2->TUG1	upstream	12	13	10	35	1.15057429043044	1.32382119779951	0.0100917431192661
22	31365582	TUG1	ncRNA	3	4	4	27	1.28948974455632	1.66278380131591	0.0110091743119266
22	31365621	TUG1	ncRNA	7	8	8	30	1.03055647833625	1.06204665504082	0.00917431192660551
22	31608300	LIMK2	UTR5	3	4	4	13	0.272602139766922	0.0743119266055046	0.000917431192660551
22	31686774	PIK3IP1	intronic	3	4	4	4	0	0	0
